nombre;estado;localidad;altitud_min;altitud_max;coleccion;FechaColeccion;herbario;latitud;longitud;cita_corta
Philonotis macrodictya;10;Cerca Turmerito.;900;;Pittier, H. 13595;1935-01-10;VEN;;;Morales & García 2006
Philonotis macrodictya;4;Colonia Tovar.   ;1800;2000;Allart 375;1924-01-12;VEN;;;Morales & García 2006
Philonotis macrodictya;15;Páramos de Chachopo, cerca de Almorzaderos;3700;;C. Chardon 4;;;;;Pittier 1936
Philonotis mollis;15;Laguna Negra;3470;;C. Chardon 35;;;;;Pittier 1936
Philonotis moritziana;;Sin localidad;;;Fendler 68;;;;;Pittier 1936
Philonotis nana;4;;;;;;;;;Pittier 1936
Philonotis nana;15;Parque Nacional Sierra de la Culata;;;;;;;;
Philonotis nana;15;Parque Nacional Sierra Nevada;;;;;;;;
Philonotis rufiflora;;Sin localidad;;;;;;;;Churchill et al. 2000
Philonotis scabrifolia;;Sin localidad;;;;;;;;Churchill et al. 2000
Philonotis sphaerocarpa;;Sin localidad;;;Fendler 69;;;;;Pittier 1936
Philonotis sphaerocarpa;10;Caracas, cerca de Galipán.;;;Moritz 11, Wagener 416;;;;;Pittier 1936
Philonotis sphaerocarpa;17;Sin localidad;;;;;;;;Pursell 1973
Philonotis sphaerocarpa;23;SO Serranía de Aroa, fila entre los Ríos Tejar y Cocoritico.  ;1350;1500;Steyermark, J., Liesner, R., Sobrevilla, C., Fernández, D. & Hernández, A. 124875;1981-01-04;VEN;;;"Morales & García 2006; Pursell 1973"
Philonotis uncinata;7;A lo largo del Río San Gián, entre arriba de la Planta Eléctrica, al sur de Borburata;;;;;;;;Pursell 1973
Philonotis uncinata;;Sin localidad;;;;;;;;Churchill et al. 2000
Philonotis uncinata;14;Parque Nacional Yacambú, Sierra de Portuguesa;1400;1900;Griffin, D. & López F. 75;1978-05-24;MO;09°41'N;069°31'W;Tropicos.org
Philonotis uncinata;15;Along the Mérida - La Azulita road 1 Km above La Chorrera;1820;;Griffin et al. 189;;MO;08°35'N;071°17'W;Tropicos.org
Philonotis uncinata;15;Páramo El Batallón, entre El Portach.;3000;3350;Griffin, D. PV-1114;1984-01-27;MO;08°05'N;071°55'W;Tropicos.org
Philonotis uncinata;17;Caripe;1000;;Pursell, R. 8792;1967-04-26;MO;10°12'N;063°29'W;Tropicos.org
Philonotis uncinata;17;Caripe;1000;;Pursell, R. 8795;1967-04-26;MO;10°12'N;063°29'W;Tropicos.org
Philonotis uncinata;17;San Félix;230;;Pursell, R. 8450;1967-03-17;MO;09°56'N;063°38'W;Tropicos.org
Philonotis uncinata;17;Caripe;1080;;Pursell, R. 8596;1967-03-29;MO;10°12'N;063°29'W;Tropicos.org
Philonotis uncinata;17;Between Jusepín and Caicara.;130;180;Pursell, R. 9017;1967-05-25;MO;09°47'N;063°37'W;Tropicos.org
Philonotis uncinata;17;NE of Santa Inés.;790;800;Pursell, R. 9193;1967-06-06;MO;10°12'N;063°29'W;Tropicos.org
Philonotis uncinata;21;La Buenaña, ca. 35 Km SSE of San Cristóbal, 6-12 Km W of Quebrada Colorado;600;1200;Liesner R. & González A. 10928;1981-03-21;MO;07°28'N;072°09'W;Tropicos.org
Philonotis uncinata;21;10 Km east of La Fundación, around Represa Dorada.;600;1000;Liesner R. & González A. 10453;1981-03-13;MO;07°48'N;071°47'W;Tropicos.org
Philonotis uncinata;22;Arriba de Carachi, cerca de la casa de Ricardo Valera, entrada al sendero hacia el páramo El Jabón.;2000;;Griffin, D. PV-1221;1985-06-03;MO;09°34'N;070°07'W;Tropicos.org
Philonotis uncinata;5;Barinitas.  ;800;;Steyermark, J., Bunting, G. & Blanco C. 102289;1968-04-14;VEN;;;Morales & García 2006
Philonotis uncinata;7;Entre los Tanques y la Toma, Río San Gián, arriba de la Planta Eléctrica, al S de Borburata. ;750;;Steyermark, J. & Steyermark, C. 95495, 95467 ;1966-03-27;VEN;;;Morales & García 2006
Philonotis uncinata;7;Río San Gián, entre arriba de la Planta Eléctrica al S de Borburata. ;350;550;Steyermark, J. & Steyermark, C. 95615 ;1966-02-04;VEN;;;Morales & García 2006
Philonotis uncinata;10;Portachuelo above Hacienda El Limón, junction from Geremba of Junquito-Colonia Tovar road. ;1750;1800;Steyermark, J. & Rabe, M. 97189 ;1966-03-09;VEN;;;Morales & García 2006
Philonotis uncinata;12;Sierra de San Luis, vecindad del Hotel Parado. m snm.  ;1450;;Steyermark, J. 98934;1967-07-16;VEN;;;Morales & García 2006
Philonotis uncinata;14;Paso de Angostura, represa de Yacambú, Río Yacambú. ;500;;Steyermark, J. & Carreño, V. 107719, 107711 ;1973-07-28;VEN;;;Morales & García 2006
Philonotis uncinata;22;La Playa, al SO de Carache, Potreritos de Cendé. ;2200;;Dorr, L., Barnett, C., Rivero, R. & Díaz, A. 5127 ;1988-11-05;VEN;;;Morales & García 2006
Philonotis uncinata;22;Salto La Nevera, S. de La Puerta. ;1800;;Steyermark, J. & Rabe, M. 97189, 97188 ;1966-03-09;VEN;;;Morales & García 2006
Philonotis uncinata var. glaucescens;5;La Gallineta, caserío el Celoso. ;1500;1700;Dorr, L., Barnett, C. & Bakach, S. 5469 ;1988-07-06;VEN;;;Morales & García 2006
Philonotis uncinata var. glaucescens;10;El Limón, cerca de Anare.  ;;;Rodriguez, G. 376.;1973-11-22;VEN;;;Morales & García 2006
Philonotis uncinata var. glaucescens;12;Cataratas de Hueque.;;;;;;;;
Philonotis thwaitesii;12;;;;;;;;;
Aerolindigia capillacea;14;Via Sanare Yacambú;;;;;;;;
Aerolindigia capillacea;;Sin localidad;;;;;;;;Churchill et al. 2000
Aerolindigia capillacea;15;La Mucuy, above the town of Tabay, Parque Nacional de la Sierra Nevada.;2580;;Griffin et al. 1862;;MO;08°38'N;071°04'W;Tropicos.org
Aerolindigia capillacea;22;12 Km ESE of Boconó, 1 Km N to 4 Km NNE of Guaramecal;1600;1900;Liesner, R. 13039;1982-03-15;MO;09°12'N;070°09'W;Tropicos.org
Aerolindigia capillacea;23;Sendero camino al Cerro La Chapa. Bosque montano.;1400;;Morales, T. 1408;2008-06-19;MO;10°12'N;068°33'W;Tropicos.org
Brachythecium cirriphylloides;15;;;;Griffin et al. PV-326, Griffin et al. 1965 ;;FLAS;;;Tropicos.org (ANBRY)
Brachythecium cirriphylloides;;Sin localidad;;;;;;;;Churchill et al. 2000
Brachythecium conostomum;15;;;;Griffin 1185;;FLAS;;;Tropicos.org (ANBRY)
Brachythecium conostomum;;Sin localidad;;;;;;;;Churchill et al. 2000
Brachythecium eupopuleum;;Sin localidad;;;Fendler 144, tipo;;;;;"Pursell 1973; Pittier 1936"
Brachythecium meridense;15;Sin localidad;;;;;;;;"Pursell 1973; Pittier 1936"
Brachythecium occidentale;19;Entre Paraíso de Chabausquen y Peña Blanca.;1000;;Steyermark, J. & Rabe, M. 97432 ;1966-05-09;VEN;;;Morales & García 2006
Brachythecium occidentale;;Sin localidad;;;;;;;;Churchill et al. 2000
Brachythecium occidentale;21;Páramo la Negra.  ;2700;2900;Steyermark, J. & Rabe, M. 96925;1966-08-29;VEN;;;Morales & García 2006
Brachythecium occidentale;21;Entre Urbina y San Rafael. ;2300;2500;Steyermark, J. & Rabe, M. 9730 ;1966-03-09;VEN;;;Morales & García 2006
Brachythecium occidentale;22;Páramo Turmal, al SE del Pico Jabón. ;2900;;Dorr, L., Barnett, C., Rivero, R. & Díaz, A. 5308;1988-05-27;VEN;;;Morales & García 2006
Brachythecium poadelphus;10;Sin localidad;;;;;;;;Moreno 1990
Brachythecium plumosum;20;Cerro Turimiriquire;;;;;;;;Pursell 1973
Brachythecium plumosum;;Sin localidad;;;;;;;;Churchill et al. 2000
Brachythecium plumosum;22;Páramo de Guiriguay, arriba del pueblo de Las Piedras.;3200;;Griffin, D. PV-1525;1985-03-14;MO;08°56'N;070°30'W;Tropicos.org
Brachythecium plumosum;22;Páramo El Jabón, al SE y arriba de Carache.;2900;3300;Griffin, D. PV-1393;1985-03-09;MO;09°34'N;070°07'W;Tropicos.org
Brachythecium plumosum;;Sin localidad;;;Steyermark, J. 6274 ;1945-11-05;VEN;;;Morales & García 2006
Brachythecium praelongum;15;Sin localidad;;;;;;;;Churchill et al. 2000
Brachythecium ruderale;4;Parque Nacional Henri Pittier. Rancho Grande. ;1800;;Cárdenas, L. & Lobo, M. 2313 ;1976-03-07;VEN;;;Morales & García 2006
Brachythecium ruderale;4;"Parque Nacional Henri Pittier. Las Delicias  ; 100514 07/12/1967";1000;1400;Steyermark, J. 90981, 100509 ;1962-03-11;VEN;;;Morales & García 2006
Brachythecium ruderale;4;Parque Nacional Henri Pittier. Las Delicias  ;1000;1400;Steyermark, J. 100514 ;1967-07-12;VEN;;;Morales & García 2006
Brachythecium ruderale;22;Pueblo de Niquitao, arriba de Boconó, 1700 m snm. Steyermark, J. 104885 26/02/1971;;;;;VEN;;;Morales & García 2006
Brachythecium ruderale;22;Carretera vieja Trujillo-Boconó, entre Urbina y San Rafael, 2300-2500 m snm. Steyermark, J. & Rabe, M. 97234 03/09/1966;;;;;VEN;;;Morales & García 2006
Brachythecium ruderale;10;;;;;;;;;
Brachythecium ruderale;14;;;;;;;;;
Brachythecium ruderale;15;Páramo de San José, al sur de Lagunilla y el pueblito de San José;3200;;Dana y Nancy Griffin III y David Díaz PV-458;1984-07-15;MERF;;;León et al. 2012
Brachythecium ruderale;15;Páramo de San José, al sur de Lagunilla y el pueblito de San José;3100;3250;Dana y Nancy Griffin III PV-280;1984-07-05;MERF;;;León et al. 2012
Brachythecium ruderale;17;;;;;;;;;
Brachythecium rutabulum;22;Páramo El Jabón, al SE y arriba de Carache.;2900;3300;Griffin, D. & López F. 1319;1985-03-09;MO;09°34'N;070°07'W;"Tropicos.org; Tropicos.org (ANBRY)"
Brachythecium rutabulum;;Sin localidad;;;;;;;;Churchill et al. 2000
Brachythecium rutabulum;15;Parque Nacional Sierra Nevada. Entre Las Estaciones La Montaña y La Aguada del Teleférico de Mérida.;2570;;Ussher M. S., R. Rico, B. Dugarte y M. Colmenares 9902-53;;MERC;;;Ussher & León 2010
Eurhynchium clinocarpum;15;;;;;;;;;Pittier 1936
Eurhynchium clinocarpum;;Sin localidad;;;;;;;;Churchill et al. 2000
Eurhynchium clinocarpum;20;;;;;;;;;
Eurhynchium clinocarpum;10;;;;;;;;;
Eurhynchium clinocarpum;;Sin localidad;;;Steyermark, J. 62545 ;1945-05-05;VEN;;;Morales & García 2006
Eurhynchium clinocarpum;;Cascada del Río Maravilla. ;;;Steyermark, J. 61708 ;1945-03-23;VEN;;;Morales & García 2006
Eurhynchium clinocarpum;15;Páramo Mucuabají. ;;;Vareschi 917 ;1952-05-18;VEN;;;Morales & García 2006
Eurhynchium praelongum;15;Páramo de Mucubají arriba de la Laguna Negra.;;;Griffin et al. 1371;;FLAS;;;Griffin III 1975
Eurhynchium praelongum;;Sin localidad;;;;;;;;Churchill et al. 2000
Eurhynchium praelongum;21;;;;;;;;;
Eurhynchium praelongum;22;;;;;;;;;
Eurhynchium pumilum;15;;;;;;;;;Moreno 1990
Eurhynchium pulchellum;15;Sector Las Cruces via La Azulita. ;;;Griffin et al. 1696;;FLAS;;;Griffin III 1975
Lindigia debilis;15;Entre La Aguada y La Montaña;;;;;;;;Visnadi & Allen 1991
Lindigia debilis;;Sin localidad;;;;;;;;Churchill et al. 2000
Lindigia debilis;15;Parque Nacional Sierra Nevada. La Mucuy, above teh town of Tabay ;2580;;Ruiz Terán 2580;;MO;;;Tropicos.org
Lindigia debilis;22;Carretera vieja entre Trujillo y Boconó, entre Urbina y San Rafael. ;;;Steyermark, J. & Rabe, M. 97275 ;1966-03-09;VEN;;;Morales & García 2006
Lindigia debilis;22;;;;;;;;;Visnadi & Allen 1991
Lepyrodontopsis trichophylla;7;;;;;;;;;
Lepyrodontopsis trichophylla;;Sin localidad;;;;;;;;Churchill et al. 2000
Lepyrodontopsis trichophylla;10;;;;;;;;;
Lepyrodontopsis trichophylla;21;10 Km east of La Fundación, above Represa Dorada;800;;Liesner, R. & A. González 10516;1981-03-14;MO;07°48'N;071°47'W;Tropicos.org
Palamocladium leskeoides;15;La Chorrera entre Mérida y La Azulita;;;;;;;;
Palamocladium leskeoides;22;;;;;;;;;
Palamocladium leskeoides;20;Cerro Tumiriquire;;;;;;;;
Palamocladium leskeoides;10;Portachuelo. Entre el Junquito-Colonia Tovar. Hacienda el Limón, 1700 m snm. Steyermark, J. & Rabe, M. 96005 31/07/1966 ;;;;;VEN;;;Morales & García 2006
Palamocladium leskeoides;15;Páramo la Negra above the town of Bailadores, 3000 m snm. Griffin, D. III, López, M. & Ruiz, L. 017460 01/07/1972;;;;;VEN;;;Morales & García 2006
Palamocladium leskeoides;22;Entre la Peña y Agua de Obispo, 2400-2500 m snm. Steyermark, J. 105002 01/03/1971;;;;;VEN;;;
Platyhypnidium aquaticum;4;;;;;;;;;Pittier 1936
Platyhypnidium aquaticum;2;;;;;;;;;
Platyhypnidium aquaticum;14;;;;;;;;;
Platyhypnidium aquaticum;20;;;;;;;;;
Platyhypnidium aquaticum;21;;;;;;;;;
Platyhypnidium aquaticum;22;;;;;;;;;
Platyhypnidium aquaticum;22;Páramo de Guaramacal.   ;;;Dorr, L., Barnett, L., Cuello, N. & Diggs, G. Jr 4995;1988-04-28;VEN;;;Morales & García 2006
Platyhypnidium aquaticum;15;Páramo de Mucubají, entre la Laguna Grande y la Laguna Negra;3400;3500;Griffin, D. & M. López-Figueiras PV-723;1985-06-02;MO;08°47'N;070°48'W;Tropicos.org
Platyhypnidium aquaticum;15;;;;;;MO;;;Tropicos.org
Platyhypnidium aquaticum;15;;;;;;MO;;;Tropicos.org
Platyhypnidium aquaticum;21;;;;;;MO;;;Tropicos.org
Platyhypnidium aquaticum;21;;;;;;MO;;;Tropicos.org
Platyhypnidium aquaticum;22;;;;;;MO;;;Tropicos.org
Platyhypnidium riparioides;20;Cerro Turimiquire;;;;;;;;Bartram 1957
Platyhypnidium riparioides;2;A lo largo del Cerro Maravilla;;;;;;;;Bartram 1957
Platyhypnidium riparioides;14;Entre Buenos Aires y el cañon del Callado arriba de Humocaro;;;;;;;;Bartram 1957
Platyhypnidium riparioides;15;;;;;;;;;Bartram 1957
Platyhypnidium riparioides;3;Reserva Forestal San Quebrada Botina.;250;;Steyermark, J., Bunting, G. & Blanco, C. 101480;1968-03-28;VEN;;;Morales & García 2006
Platyhypnidium riparioides;15;Sierra Nevada de Mérida. Entre la Aguada y la Montaña y la Quebrada la Fría;2580;;López, M. & Ruiz, L. 017428;1972-01-07;VEN;;;Morales & García 2006
Platyhypnidium riparioides;21;Entre Michelena y Boca de Monte, al O del Zumbador, ;;;Steyermark, J. & Rabe, M. 96788,  96769;1966-08-28;VEN;;;Morales & García 2006
Platyhypnidium riparioides;21;Río Quinimarí, Páramo de Pata de Judío y el Páramo el Cobre;2600;2800;Steyermark., G.C.K. & E. Dunsterville 101048;1968-01-16;VEN;;;Morales & García 2006
Rhynchostegium ambiguum;17;Cerca de Jusepín;;;;;;;;Churchill & Griffin III 1999
Rhynchostegium ambiguum;;Sin localidad;;;;;;;;Churchill et al. 2000
Rhynchostegium ambiguum;1;;;;;;;;;Pursell 1973
Rhynchostegium campylocarpum;17;;;;;;;;;"Pursell 1973; Pittier 1936"
Rhynchostegium campylocarpum;;Sin localidad;;;;;;;;Churchill et al. 2000
Rhyncostegium conchophyllum;10;Cerros de Galipán;;;G. Vivas B, 1935;1909-04-19;;;;Pittier 1936
Rhyncostegium conchophyllum;;Sin localidad;;;;;;;;Churchill et al. 2000
Rhyncostegium conchophyllum;10;;;;Vivas, G. 13678;1935-01-01;VEN;;;Morales & García 2006
Rhynchostegium sellowii;17;Caripe;;;Moritz 7;;;;;Pittier 1936
Rhynchostegium serrulatum;4;Origen del Río El Castaño. Curva de Las Locas. Comienzo Regresiva del Diablo. Parque Nacional Henry Pittier;1100;1140;GAINCER 2;1979-11-22;MO;10°25'N;067°40'O;Tropicos.org
Rhynchostegium serrulatum;16;"Parque Nacional Macarao, Estación de guardaparques ""La Culebra"", sector Montanuela, San Pedro de los Altos";1684;;Morales, T. 1458;2008-08-08;MO;10°23'N;067°04'O;Tropicos.org
Rhynchostegium serrulatum;17;Coffe plantation on mountain SW of Caripe;1000;;Pursell 8791;1967-04-26;MO;10°12'N;063°29'O;Tropicos.org
Rhynchostegium serrulatum;17;NE-facing mountain slope E of Santa Inés;1030;;Pursell 8954;1967-05-22;MO;10°12'N;063°29'O;Tropicos.org
Rhynchostegium serrulatum var. frondicola;17;;;;;;;;;
Rhynchostegium serrulatum var. frondicola;;;;;;;;;;Churchill et al. 2000
Rhynchostegium serrulatum var. frondicola;15;Camino de los Chorros de Milla;;;Medina, E. 357;1959-01-01;VEN;;;Morales & García 2006
Rhynchostegium subperspicuum;;Sin localidad;;;Fendler 152, tipo;;;;;Pittier 1936
Rhynchostegium subperspicuum;;Sin localidad;;;;;;;;Churchill et al. 2000
Rhynchostegium trachynotum;;Sin localidad;;;Fendler 147;;;;;Pittier 1936
Rhynchostegium trachynotum;;Sin localidad;;;;;;;;Churchill et al. 2000
Steerecleus argute-serratus;17;Cerca de Caripe;;;;;;;;
Steerecleus beskeanus;16;Quebrada de Las Comadres, cerca de Las mostazas;;;Allart 241 a;;;;;Pittier 1936
Steerecleus beskeanus;;Sin localidad;;;;;;;;Churchill et al. 2000
Steerecleus beskeanus;16;Quebrada de Las Comadres, cerca de Las mostazas;;;Ollart, L. 241a ;1924-11-01;VEN;;;Morales & García 2006
Steerecleus scariosus;15;;;;;;;;;
Steerecleus scariosus;;Sin localidad;;;;;;;;Churchill et al. 2000
Steerecleus scariosus;17;Cerca de Caripe;;;;;;;;
Steerecleus serrulatus;12;Sierra de San Luis, entre Curimagua y la bifurcación del camino al Hotel Parador;1200;1400;Steyermark, J. 99068;1967-07-18;VEN;;;Morales & García 2006
Steerecleus serrulatus;15;Saltos del Río, por la carretera N de la Mesa, al E de Jalí y SE de la Carbonera;;;Steyermark, J. & Rabe, M. 97052;1966-08-01;VEN;;;Morales & García 2006
Steerecleus serrulatus;20;Quebrada Nivardo, Río Caverna;700;750;Steyermark, J. & Rabe, M. 96160;1966-08-07;VEN;;;Morales & García 2006
Steerecleus serrulatus;25;Sierra de Perijá. Río Omira-kuná, al SO de Pishikakao e Iría;1440;1460;Steyermark, J., G.C.K. & E. Dunsterville 105623;1972-03-22;VEN;;;Morales & García 2006
Zelometeorium patulum;1;20 Km al sur de la confluencia de Río Negro & Brazo Casiquiare ;;;;;MO;01°56'N;067°03'W;Tropicos.org
Zelometeorium patulum;;Sin localidad;;;;;;;;Churchill et al. 2000
Zelometeorium patulum;1;Río Mawarinuma. Cañón Grande, campamento base La Neblina;140;;Buck, W. 11197, 12761;1985-02-01;VEN;;;Morales & García 2006
Zelometeorium patulum;3;Distrito Páez: Selva de Cutufí, between Cutufí on the Río Cutufí and the Río Sanare;;;;;MO;07°10'N;071°57'W;Tropicos.org
Zelometeorium patulum;4;Parque Nacional Henry Pittier entre El Castañ;;;;;;;;
Zelometeorium patulum;4;Colonia Tovar;1850;;Moritz;;;;;Pittier 1936
Zelometeorium patulum;2;Río León, Quebrada Danta y Río Zumbador, al NE de Bergantín;500;600;Steyermark, J. 61129;1945-02-24;VEN;;;Morales & García 2006
Zelometeorium patulum;7;Entre los Tanques y la Toma, Río San Gián, arriba de la Planta Eléctrica, al S de Borburata;750;;Steyermark, J. & Steyermark, C. 95608, 95530 ;1966-03-27;VEN;;;Morales & García 2006
Zelometeorium patulum;9;Al E de el Río Grande, 33 Km NE de El Palmar;320;;Steyermark, J. 93114 ;1964-02-09;VEN;;;Morales & García 2006
Zelometeorium patulum;15;Parque Nacional Sierra Nevada, 2 Km S of Mérida city;2550;2650;Kelly, D, G. Donovan, J. Feehan & S. Drangeid 10816;1995-08-18;VEN;;;Morales & García 2006
Zelometeorium patens;15;;;;;;;;;
Zelometeorium patens;;Sin localidad;;;;;;;;Churchill et al. 2000
Zelometeorium patens;5;Río Caura, Salto Para, en las islas 2-3 Km arriba del campamento las Pavas;250;300;Steyermark, J., G.C.K. & E. Dunsterville 112980;1977-01-14;VEN;;;Morales & García 2006
Trematodon fendleri;;Sin localidad;;;;;;;;
Trematodon fendleri;;Sin localidad;;;;;;;;Churchill et al. 2000
Acidodontium heteroneuron;15;;;;;;;;;
Acidodontium heteroneuron;;Sin localidad;;;;;;;;Churchill et al. 2000
Anomobryum clavicaule;15;Páramo entre el Águila y Chachopo;;;;;;;;
Anomobryum conicum;;;;;Fendler 81, tipo;;;;;Pittier 1936
Anomobryum conicum;;Sin localidad;;;;;;;;Churchill et al. 2000
Anomobryum conicum;16;;;;;;;;;
Anomobryum julaceum;15;;;;;;;;;
Anomobryum julaceum;;Sin localidad;;;;;;;;Churchill et al. 2000
Anomobryum julaceum;22;;;;;;;;;
Anomobryum julaceum;22;Páramo de Guaramacal, below television towers;3080;;Dorr, L., Barnett, L., Cuello, N. & Diggs, G 4964 ;1988-04-27;VEN;;;Morales & García 2006
Anomobryum julaceum;15;Estacio?n la Aguada, entre Me?rida y Pico Espejo;3475;;Steyermark, J. & Koyama, T. 102375, 102377;1969-12-17;VEN;;;Morales & García 2006
Anomobryum julaceum;15;Pa?ramo entre Apartaderos y el A?guila;4000;;Steyermark, J. & Rabe, M. 97149;1966-08-30;VEN;;;Morales & García 2006
Anomobryum julaceum;15;Pico el Águila;;;Griffin, D., Lo?pez, M. & Ruiz, L. 17445;1972-07-01;VEN;;;Morales & García 2006
Anomobryum julaceum;15;Quebrada Gavidia, al sur de Mucuchíes entre la peña La Virgen y el puente de El Potrerito, ca. Del pueblo de Gavidia;3100;3200;Griffin PV-1181;1985-03-01;MO;08°52'N;070°49'W;Tropicos.org
Anomobryum julaceum;21;1-6 Km al SSO del Zumbador, San Cristo?bal;2135;2850; Luteyn, J. & Lebro?n, M. 9811;1984-04-13;VEN;;;Morales & García 2006
Anomobryum julaceum;22;Pa?ramo de Guaramacal;3080;;Dorr, L., Barnett, L., Cuello, N. & Diggs, G. 4959;1988-04-27;VEN;;;Morales & García 2006
Anomobryum julaceum;12;Sierra San Luis, Cerro Galicia, cumbre;1500;;Wingfield, R. 13384;1984-12-13;MO;11°07'N;069°40'O;Tropicos.org
Anomobryum prostratum;15;Páramo de Los Granates, alrededor de El Chimborazo;3400;;Griffin III, D. & López-Figueiras, M. PV-1073;1985-02-21;MO;08°47'N;070°41'O;Tropicos.org
Anomobryum prostratum;;Sin localidad;;;;;;;;Churchill et al. 2000
Anomobryum prostratum;15;Sierra Nevada;3000;;Funck & Schlim 1081;;;;;Pittier 1936
Anomobryum prostratum;15;Sierra de Santo Domingo. Páramo de Mucubají;3500;;Griffin III, D. & López-Figueiras, M. PV-1072;1972-08-07;MO;08°47'N;070°48'W;Tropicos.org
Anomobryum prostratum;15;Sierra de Santo Domingo, Páramo de Mucubají, Laguna Grande;3500;;Griffin, D., López, M. & Ruiz, L. 17498;1972-07-01;VEN;;;Morales & García 2006
Anomobryum prostratum;21;Río Quinimarí, Las Copas, Pata de Judío;2400;;Steyermark, J., G.C.K. & E. Dunsterville 100586;1968-01-10;VEN;;;Morales & García 2006
Anomobryum pycnobaseum;7;;;;;;;;;
Anomobryum pycnobaseum;;Sin localidad;;;;;;;;Churchill et al. 2000
Anomobryum pycnobaseum;15;Páramo de Apartaderos;4000;4200;Pitt. 12720 ter. 12728 bis;;;;;Pittier 1936
Anomobryum pycnobaseum;15;Piedra Gorda, between Apartaderos and top of pass;3700;;Pittier, H. 12929;1928-02-01;VEN;;;"Pittier 1936; Morales & García 2006"
Anomobryum semiovatum;22;Boconó;;;Faría 10;;FLAS;;;Griffin III 1975
Brachymenium barbae-montis;10;;;;;;;;;
Brachymenium columbicum;7;;;;;;;;;
Brachymenium columbicum;4;Parque Nacional H. Pittier;;;;;;;;
Brachymenium consimile;15;El Valle, unos 20Km al NE de Mérida, posada Mucucharaní;2450;;Griffin et al. 629;;FLAS;;;Griffin III 1977c
Brachymenium consimile;;Sin localidad;;;;;;;;Churchill et al. 2000
Brachymenium consimile;15;La Pedregosa, afluente del Río de Chama, finca del Dr. Luis Ruíz-Terán),Dtto. Libertador, El Valle de la Culata;1900;;Griffin et al. 801;;FLAS;;;Griffin III 1977c
Brachymenium consimile;14;Río Tocuyo, S de Humocaro Alto, hacia Guaitó;1900;;Steyermark, J., Carreño, V. 111130;1974-10-13;VEN;;;Morales & García 2006
Brachymenium exile;4;;;;;;;;;
Brachymenium exile;;Sin localidad;;;;;;;;Churchill et al. 2000
Brachymenium exile;10;;;;;;;;;
Brachymenium globirameum;;Sin localidad;;;Fendler 10, tipo;;;;;Pittier 1936
Brachymenium globirameum;;Sin localidad;;;;;;;;Churchill et al. 2000
Brachymenium melanopyxis;4;;;;;;;;;
Brachymenium melanopyxis;;Sin localidad;;;;;;;;Churchill et al. 2000
Brachymenium peraristatum;;Sin localidad;;;Fendler 88, tipo;;;;;Pittier 1936
Brachymenium peraristatum;;Sin localidad;;;;;;;;Churchill et al. 2000
Brachymenium radiculosum;1;Cerro de La Neblina, 2-2.8 Km NE de Pico Phelps;2085;2100;Buck, W. 12633;1985-01-29;VEN;;;Morales & García 2006
Brachymenium radiculosum;;Sin localidad;;;;;;;;Churchill et al. 2000
Brachymenium sipapoense;;;;;;;;;;
Brachymenium speciosum;;;;;;;;;;
Brachymenium speciosum;;Sin localidad;;;;;;;;Churchill et al. 2000
Brachymenium systylium;5;Ilu-Tepui, Gran Sabana;1900;;Maguire B. 33554;1952-03-22;MO;05°25'N;060°59'W;Tropicos.org
Brachymenium systylium;;Sin localidad;;;;;;;;Churchill et al. 2000
Brachymenium systylium;15;Quebrada Gavidia, al sur de Mucuchíes, entre la peña La Virgen y el puente de El Potrerito, cerca de Gavidia;3100;3200;Griffin PV-1139;1985-03-01;MO;08°52'N;070°49'W;Tropicos.org
Brachymenium wrightii;17;;;;;;;;;
Brachymenium wrightii;;Sin localidad;;;;;;;;Churchill et al. 2000
Brachymenium wrightii;17;Along Río Guatata ca. 15 Km NE of San Felix;460;;Pursell 8420;1967-03-14;MO;09°58'N;063°38'W;Tropicos.org
Brachymenium wrightii;17;Along Río Guatata ca. 15 Km NE of San Felix;460;;Pursell 8403;1967-03-14;MO;09°58'N;063°38'W;Tropicos.org
Bryum algovicum;15;Camino de la torre de TV, cerca del Pico El Aguila;3800;;Griffin III, D. et al 1324;1972-08-07;MO;08°51'N;070°50'W;"Tropicos.org; Griffin III 1977c"
Bryum algovicum;;Sin localidad;;;;;;;;Churchill et al. 2000
Bryum algovicum;15;Páramo de Piedras Blancas, south slopes;4180;;Griffin III, D. et al. 1503;1975-08-14;MO;08°51'N;070°56'W;Tropicos.org
Bryum algovicum;15;Sierra de la Culata, arriba del Águila;;;;;;;;
Bryum alpinum;22;Páramo de Guirigay, arriba del pueblo de Las Piedras, entre el río Burate y Peñas Blancas;3200;;Griffin III, D. y López- Figueiras M. PV-1522;1985-03-14;MO;08°56'N;070°30'W;Tropicos.org
Bryum alpinum;;Sin localidad;;;;;;;;Churchill et al. 2000
Bryum apiculatum;14;;;;;;;;;
Bryum apiculatum;14;SE de Sanare, camino Parque Nacional Yacambú;1600;;Steyermark, J. & Wiehler, H. 106680;1972-12-15;VEN;;;Morales & García 2006
Bryum apiculatum;14;Fila de Las Goteras, arriba de las cabeceras del río Claro, al sur de Río Claro;1500;1550;Steyermark, J. et al. 103718;1970-08-11;MO;09°51'N;069°20'W;Tropicos.org
Bryum apiculatum;25;"Cuenca del Río Socuy y el bosque nublado llamado ""el Páramo"" arriba de la ""gran sabana""; San José de Los Altos";;;;;;;;
