nombre;estado;localidad;altitud_min;altitud_max;coleccion;FechaColeccion;herbario;latitud;longitud;cita_corta
Prionodon densus;21;Páramo de la Negra en la carretera hacia Pregonero;2700;2900;Steyermark, J. & Rabe, M. 96927;1966-08-29;VEN;;;Morales & García 2006
Prionodon densus;21;Entre Zumbador y Queniquea;2600;2800;Steyermark, J. 105036;1971-03-03;VEN;;;Morales & García 2006
Prionodon densus;22;Páramo Jabón;3150;;Dorr, L., Barnett, L., Rivero, R. & Díaz, W. 5348;1988-05-28;VEN;;;Morales & García 2006
Prionodon densus;22;Entre Carache y Agua de Obispo, 24 Km NE de Carache;2400;;Dorr, L., Barnett, L., Rivero, R. & Díaz, W. 5095;1988-05-10;VEN;;;Morales & García 2006
Prionodon fuscolutescens;15;El Valle entre  San Javier y La Culata Griffin et al. 534 ;;;;;FLAS;;;"Griffin III 1975; Tropicos.org"
Prionodon fuscolutescens;;Sin localidad;;;;;;;;Churchill et al. 2000
Prionodon fuscolutescens;21;;;;;;;;;Tropicos.org
Prionodon fuscolutescens;2;Cerro Peonia;;;;;;;;
Prionodon fuscolutescens;4;;;;;;;;;
Prionodon fuscolutescens;5;Ptari-tepui;;;;;;;;
Prionodon fuscolutescens;15;entre Timotes y Paramito;;;;;;;;
Prionodon fuscolutescens;17;Cordillera de la Costa;;;;;;;;
Calyptothecium duplicatum;4;;;;;;;;;
Calyptothecium duplicatum;;Sin localidad;;;;;;;;Churchill et al. 2000
Calyptothecium duplicatum;17;Cerca de Caripe ;;;;;;;;
Calyptothecium duplicatum;25;San José de Los Altos;;;;;;;;
Calyptothecium duplicatum;4;Rancho Grande, cerca de la Estación Biológica;1140;;Mägdefrau, K. 389;1958-02-26;VEN;;;Morales & García 2006
Calyptothecium duplicatum;10;Carayaca;2100;;Steyermark, J. 91767;1963-10-24;VEN;;;Morales & García 2006
Calyptothecium duplicatum;15;Al N de Mérida;2200;;Vareschi, V. & Lasser, T. s/n;1951-04-28;VEN;;;Morales & García 2006
Calyptothecium duplicatum;15;La Carbonera;1980;;Vareschi, V. & Pannier 1137;1952-05-22;VEN;;;Morales & García 2006
Calyptothecium duplicatum;15;Pastos en el NE de Mérida;1900;;Vareschi, V. & Lasser, T. 451;1951-04-28;VEN;;;Morales & García 2006
Calyptothecium duplicatum;15;Bosques de musgos al N de Mérida;2200;;Vareschi, V. & Lasser, T. s/n;1951-04-28;VEN;;;Morales & García 2006
Calyptothecium duplicatum;15;La Pedregosa, tributaRío del Río Chama hacia El Maciegal;2000;;Griffin, D., López, M. & Ruiz-Terán, L. 017469;1972-07-01;VEN;;;Morales & García 2006
Calyptothecium duplicatum;25;Sierra de Perijá, alrededores del campamento San José de Los Altos;1800;;Griffin, D., 174, 193;1975-07-07;VEN;;;Morales & García 2006
Henicodium geniculatum;5;Cerca de Ciudad Piar;;;;;;;;
Henicodium geniculatum;14;Cumbre del Cerro Gordo;900;;;;;;;Pittier 1936
Henicodium geniculatum;17;Cerca de Maturín;;;;;;;;
Henicodium geniculatum;3;Reserva Forestal San Camilo, 7 Km al E de la Ceiba, 16 Km al E del Jordán;;;Steyermark, J., Bunting, G. & Blanco, C. 101929;1968-04-06;VEN;;;Morales & García 2006
Henicodium geniculatum;21;Al O de el Piñal sobre el Río Frío;250;300;Steyermark, J. & Rabe, M.  96682;1966-08-27;VEN;;;Morales & García 2006
Hildebrandtiella guyanensis;4;Rancho Grande 10°14'N 067°35'W ;;;;;;;;
Hildebrandtiella guyanensis;;Sin localidad;;;;;;;;Churchill et al. 2000
Hildebrandtiella guyanensis;5;;;;;;;;;
Hildebrandtiella guyanensis;17;Cerca de Caripe, Ladera orientada hacia el noreste de Santa Inés cerca de Caripe, Cueva del Guácharo;;;;;;10°12'N;063°29'W);
Jaegerina scariosa;5;Cerca de Ciudad Piar ;;;;;;;;
Jaegerina scariosa;;Sin localidad;;;;;;;;Churchill et al. 2000
Jaegerina scariosa;3;;;;;;;;;
Jaegerina scariosa;3;Reserva Forestal San Camilo, Cerro Nulita;280;;Steyermark, J., Bunting, G. & Blanco, C. 101782;1968-04-03;VEN;;;Morales & García 2006
Jaegerina scariosa;5;Canaima;400;;Mägdefrau, K. 527;1958-03-16;VEN;;;Morales & García 2006
Jaegerina scariosa;15;La Pedregosa, Río Chama hacia El Maciegal;2000;;Griffin, D., López, M. & Ruiz-Terán, L. 017469;1972-07-01;VEN;;;Morales & García 2006
Jaegerina scariosa;25;Sierra de Perijá, campamento, San José de los Altos;1800;;Griffin, D. 174, 193;1975-07-07;VEN;;;Morales & García 2006
Orthostichopsis auricosta;4;Parque Nacional Henri Pittier, entre Alto de Choroní y Choroní;1000;;Steyermark, J., John, Wurdack, M. & Bunting, G. 06493;1972-11-03;VEN;;;Morales & García 2006
Orthostichopsis auricosta;5;Carretera el Dorado hacia Santa Elena de Uairen;1200;1400;Steyermark, J., Smith, R., G.C.K. & E. Dunsterville 105508;1972-02-19;VEN;;;Morales & García 2006
Orthostichopsis auricosta;5;A 6 Km al SE de El Paují;800;;Liesner, R. 19789;1985-11-09;VEN;;;Morales & García 2006
Orthostichopsis auricosta;14;Terepaima, Pica al S de Terepaima, 20 Km al S de Cabudare;1200;1300;Steyermark, J., Delascio, F., G.C.K. & E. Dunsterville 103309;1970-08-03;VEN;;;Morales & García 2006
Orthostichopsis auricosta;16;Parque Nacional Guatopo. Río Santa Cruz;520;;Steyermark, J. 97568;1966-10-27;VEN;;;Morales & García 2006
Orthostichopsis praetermissa;5;;;;;;;;;
Orthostichopsis praetermissa;;Sin localidad;;;;;;;;Churchill et al. 2000
Orthostichopsis praetermissa;19;;;;;;;;;
Orthostichopsis praetermissa;5;SW de Amaruay-Tepui. E de Auyan-tepui, W de Aparamán- tepui;;;Holst, B. & Liesner, R. 2685;1986-04-24;VEN;;;Morales & García 2006
Orthostichopsis praetermissa;25;Sierra de Perijá, campamento San José de Los Altos;1800;;Griffin, D. 2;1975-07-07;VEN;;;Morales & García 2006
Orthostichopsis tetragona;2;Noroeste de Bergantil en el limite con el Estado Sucre;;;;;;;;
Orthostichopsis tetragona;;Sin localidad;;;;;;;;Churchill et al. 2000
Orthostichopsis tetragona;16;;;;;;;;;
Orthostichopsis tetragona;20;;;;;;;;;
Orthostichopsis tetragona;2;Vicinity of confluence of Río León with Río Zumbador, NE of Bergatín;400;500;Steyermark, J. 61229;1945-01-26;VEN;;;Morales & García 2006
Orthostichopsis tetragona;2;Estación y la Laguna, 15-18 Km al NNO de Ospino;700;800;Steyermark, J., Liesner, R. & Aymard, G. 126994;1982-11-01;VEN;;;Morales & García 2006
Orthostichopsis tetragona;4;Rancho Grande. Estación Biológica;1140;;Mägdefrau, K. 413;1958-02-26;VEN;;;Morales & García 2006
Orthostichopsis tetragona;5;Río Botanamo, al N de Anacoco;100;;Delascio, F. & López, R. 8100;1979-08-01;VEN;;;Morales & García 2006
Orthostichopsis tetragona;7;Entre los Tanques y la Toma, Río San Gián, arriba de la planta eléctrica, al S de Borburata;750;;Steyermark, J. & Steyermark, C. 95420;1966-04-01;VEN;;;Morales & García 2006
Orthostichopsis tetragona;9;Al E de Río Grande. 33 Km al NE de El Palmar;320;;Steyermark, J. 93108;1964-02-09;VEN;;;Morales & García 2006
Orthostichopsis tetragona;16;Parque Nacional de Guatopo. Río Santa Cruz, entre Santa Teresa y Altagracia de Orituco;520;;Steyermark, J. 89999;1961-11-23;VEN;;;Morales & García 2006
Orthostichopsis tetragona;19;Estación y la Laguna, 15-18 Km al NNO de Ospino;700;800;Steyermark, J., Liesner, R. & Aymard, G. 127024;1982-11-01;VEN;;;Morales & García 2006
Orthostichopsis tetragona;20;Península de Paria, Cerro Patao, al N de Pto. Hierro, al NE de Güira;850;860;Steyermark, J: & Agostini, G. 91180;1962-07-20;VEN;;;Morales & García 2006
Pireella angustifolia;4;Castaño;;;Maggs 319;;MICH;;;Tropicos.org (ANBRY)
Pireella angustifolia;;Sin localidad;;;;;;;;Churchill et al. 2000
Pireella angustifolia;20;Peni?nsula de Paria. Cerro Patao, al N de Pto Hierro, al NE de Gu?iria;870;;Steyermark, J. & Agostini, G.91331, 91343 ;1962-07-25;VEN;;;Morales & García 2006
Pireella cymbifolia;17;Cerca de San Felix;;;;;;;;
Pireella cymbifolia;;Sin localidad;;;;;;;;Churchill et al. 2000
Pireella cymbifolia;20;Península de Paria;;;;;;;;
Pireella cymbifolia;4;Maracay, Rancho Grande;;;Mägdefrau, K. 420;1958-02-27;VEN;;;Morales & García 2006
Pireella cymbifolia;20;Península de Paria, Cerro Humo, Río Santa Isabel;;;Steyermark, J. & Rabe, M. 96263;1966-08-09;VEN;;;Morales & García 2006
Pireella husnotiana;7;Cabeceras del Río San Gián arriba de Los Tanques y La Toma, al sur de Borburata ;;;;;;10°26'N;067°57'W;Tropicos.org
Pireella husnotiana;20;Península de Paria: Cerro de Río Arriba, vecindad de Los Positos, afluentes de Río Santa Isabel, oeste de Cerro de Humo;;;;;;10°38'N;062°58'W;Tropicos.org
Pireella husnotiana;23;Sierra de Aroa, Cerro Tigre, cresta oeste de Río de Carabobo,. 10 Km al este de Aroa ;;;;;;10°26'N;068°49'W;Tropicos.org
Pireella husnotiana;7;Río San Gián, arriba de los Tanques y la Toma, entre Quebrada #2 y Quebrada de los Verros, al S de Borburata;750;900;Steyermark, J. & Steyermark, C. 95298;1966-03-29;VEN;;;Morales & García 2006
Pireella pohlii;3;;;;;;;;;
Pireella pohlii;;Sin localidad;;;;;;;;Churchill et al. 2000
Pireella pohlii;5;;;;;;;;;
Pireella pohlii;5;Reserva Forestal Caparo, 16-18 Km al SE del Campamento Cachicamo, E de el Cantón;100;;Steyermark, J., Bunting, G. & Blanco, C. 102020;1968-04-09;VEN;;;Morales & García 2006
Pireella pohlii;5;Reserva Forestal Caparo, 16-18 Km al SE del Campamento Cachicamo, E de el Cantón;100;;Steyermark, J., Bunting, G. & Blanco, C. 102080;1968-04-10;VEN;;;Morales & García 2006
Pireella pohlii;5;Reserva Forestal Caparo, 16-18 Km al SE del Campamento Cachicamo, E de el Cantón;100;;Steyermark, J., Bunting, G. & Blanco, C.102146;1968-04-11;VEN;;;Morales & García 2006
Pterobryon densum;15;;;;;;;;;
Pterobryon densum;;Sin localidad;;;;;;;;Churchill et al. 2000
Pterobryon densum;21;;;;;;;;;
Pterobryon densum;15;Bergwald am Mucuy oberhalb Tabay;2600;;Mägdefrau, K. 1593;1967-04-14;VEN;;;Morales & García 2006
Pterobryon densum;15;Parque Nacional de la Sierra Nevada, La Mucuy above tha town of Tabay;2380;;Griffin, D., López, M. & Ruiz, L. 17458;1972-07-01;VEN;;;Morales & García 2006
Pterobryon densum;15;El Valle entre San Javier y Sierra de La Culata;2325;;Griffin, D., López, M. & Ruiz, L. 17437;1972-07-01;VEN;;;Morales & García 2006
Pterobryon excelsum;15;;;;;;;;;
Pterobryopsis mexicana;4;;;;;;;;;
Campylostelium venezuelanum;;Sin localidad ;;;;;;;;
Campylostelium venezuelanum;;;;;;;;;;
Racopilum intermedium;;Sin localidad;;;;;;;;Churchill et al. 2000
Racopilum intermedium;;;;;;;;;;Tropicos.org (ANBRY)
Racopilum tomentosum;23;Hacienda Iboa, cerca de Guama ;;;Pitt. 11165;;;;;Pittier 1936
Racopilum tomentosum;;Sin localidad;;;;;;;;Churchill et al. 2000
Racopilum tomentosum;10;Cerca de Galipán ;;;Funck & Schlim 372;;;;;
Racopilum tomentosum;10;Bosque de Catuche;;;Pitt. 6133, 10087-88, 10091;;;;;
Racopilum tomentosum;10;quebrada de Chacaito ;;;Pitt. 9944, 11107, 11132 ;;;;;Pittier 1936
Racopilum tomentosum;10;Macarao;;;;;;;;
Racopilum tomentosum;10;Los Venados;;;;;;;;
Racopilum tomentosum;16;Quebrada de las Comadres, cerca de Las Mostazas ;;;Allart 241 ;;;;;
Racopilum tomentosum;16;La Provincia ;;;Pitt. 13646 ;;;;;Pittier 1936
Racopilum tomentosum;4;Colonia Tovar;;;Allart 509 b;;;;;
Racopilum tomentosum;1;;;;;;;;;
Racopilum tomentosum;5;;;;;;;;;
Racopilum tomentosum;17;cerca de Caripe;;;;;;;;
Racopilum tomentosum;25;"Cuenca del Río Socuy y el bosque nublado llamado ""el Páramo"" arriba de la ""gran sabana""";;;;;;;;
Racopilum tomentosum;20;entre Cumanacoa y Cocollar;;;;;;;;
Racopilum tomentosum;15;;;;Moritz;;;;;Pittier 1936
Racopilum tomentosum;12;Parque Nacional Juan Crisóstomo Falcón, Sierra de San Luis, Camino de los Españoles, entrendo por el lado de Cabudare;;;Y. Léon y Ch. Rojas YLV 0812/03;2012-07-03;MERC;11º11400¨N;69º38358´W;
Racopilum tomentosum;1;8 Km NW de Yutajé, 3 Km W de Río Coro- Coro, W de Serranía de Yutajé;1050;1200;Liesner, R. & Holst, B. 21892;1987-03-13;VEN;;;Morales & García 2006
Racopilum tomentosum;4;Rancho Grande, Portachuelo;1000;;Mägdefrau, K. 446;1958-02-27;VEN;;;Morales & García 2006
Racopilum tomentosum;4;Rancho Grande. Estación Biológica;1140;;Mägdefrau, K. 383, 414;1958-02-26;VEN;;;Morales & García 2006
Racopilum tomentosum;4;Choroní;1600;;Mägdefrau, K. 489;1958-02-28;VEN;;;Morales & García 2006
Racopilum tomentosum;4;Parque Nacional Henri Pittier. Rancho Grande;;;Agostini, G. & Fariñas, M. 35;1962-11-01;VEN;;;Morales & García 2006
Racopilum tomentosum;4;;;;Cardenas, L., Lobo, M. & Guevara, R. 2337, 2336;1976-07-03;VEN;;;Morales & García 2006
Racopilum tomentosum;5;Río Samay. El Abismo;600;800;Holst, B. & Liesner, R. 2477;1985-10-24;VEN;;;Morales & García 2006
Racopilum tomentosum;5;Vecindades de Matacuchillo;920;;Steyermark, J., G.C.K. & E. Dunsterville 112250;1976-08-23;VEN;;;Morales & García 2006
Racopilum tomentosum;10;Santa Elena;1300;;Mägdefrau, K. 87;1958-01-03;VEN;;;Morales & García 2006
Racopilum tomentosum;10;Sabana de los Frailes cerca de la Guaira;;;Foldats, E. 1433;1951-03-01;VEN;;;Morales & García 2006
Racopilum tomentosum;10;Cerca de las Mostazas;1000;;Ollart, L. 241;1924-11-01;VEN;;;Morales & García 2006
Racopilum tomentosum;10;Caracas ;1200;;Pittier, H. 10088, 10081;1922-01-22;VEN;;;Morales & García 2006
Racopilum tomentosum;14;Paso de Angostura;500;;Steyermark, J. & Carreño, V. 107715;1973-07-28;VEN;;;Morales & García 2006
Racopilum tomentosum;14;Pica al S de Terepaima, 20 Km al S de Cabudare;1200;1300;Steyermark, J., Delascio, F., G.C.K. & E. Dunsterville 103321;1970-08-03;VEN;;;Morales & García 2006
Racopilum tomentosum;14;Parque Nacional Yacambú, Quebrada Negra;620;;Davidse, G. & Gonzáles, A. 21036;1982-10-24;VEN;;;Morales & García 2006
Racopilum tomentosum;15;Camino de los Chorros de Milla;;;Medina, E. 357;1955-01-01;VEN;;;Morales & García 2006
Racopilum tomentosum;15;La Pedregosa, tributaRío del Río Chama hacia El Maciegal;1960;;Griffin, D., López, M. & Ruiz, L. 17450;1972-07-01;VEN;;;Morales & García 2006
Racopilum tomentosum;20;Península de Paria. Quebrada Nivardo;700;750;Steyermark, J. & Rabe, M. 96159, 96130, 96134, 96133, 96139;1966-08-07;VEN;;;Morales & García 2006
Rhacocarpus purpurascens;1;;;;;;;;;
Rhacocarpus purpurascens;;Sin localidad;;;;;;;;Churchill et al. 2000
Rhacocarpus purpurascens;5;Monte Roraima;;;;;;;;
Rhacocarpus purpurascens;22;;;;;;;;;
Rhacocarpus purpurascens;21;;;;;;;;;
Rhacocarpus purpurascens;1;Cerro Marahuaca;2685;;Maguire, B., Steyermark, J., Carreño, V., Maguire, C. & Brewer-Carias 65711;1981-01-15;VEN;;;Morales & García 2006
Rhacocarpus purpurascens;1;Cumbre del Cerro Marahuaca;2480;2580;Guariglia, M., Holmgren, N., Luteyn, J., Mori, S. & Steyermark, J.1590, 1600, 1641, 1548;1982-01-31;VEN;;;Morales & García 2006
Rhacocarpus purpurascens;1;Cerro Marahuaca, Salto Los Monoson tributary of headwaters of Río Iguapo;;;Liesner, R. 18022;1985-02-26;VEN;;;Morales & García 2006
Rhacocarpus purpurascens;1;Cumbre del Cerro Marahuaca;2580;2600;Steyermark, J. & Delascio, F. 129207;1983-03-30;VEN;;;Morales & García 2006
Rhacocarpus purpurascens;5;Sierra de Lema, Río Chicanán;;;Steyermark, J. 89603;1961-08-28;VEN;;;Morales & García 2006
Rhacocarpus purpurascens;5;Aparaman-tepui;2100;;Holst, B. 3718;1987-03-27;VEN;;;Morales & García 2006
Rhacocarpus purpurascens;5;Cima del Kukenantepui;;;Delascio, F. & Brewer, Ch. 4920;1977-01-01;VEN;;;Morales & García 2006
Rhacocarpus purpurascens;5;Cumbre del Cerro Roraima;2750;2800;Steyermark, J., Brewer, Ch., G.C.K. & E. Dunsterville 112480, 112482;1976-08-26;VEN;;;Morales & García 2006
Rhacocarpus purpurascens;15;Laguna Negra;3600;;Mägdefrau, K. 1633;1967-04-18;VEN;;;Morales & García 2006
Rhacocarpus purpurascens;15;Sierra Nevada de Mérida, Laguna de Los Anteojos, justo sobre la estación Loma Redonda;4000;;Mägdefrau, K. 1612;1967-04-15;VEN;;;Morales & García 2006
Rhacocarpus purpurascens;15;;;;Griffin, D., López, M. & Ruiz, L. 017481;1972-07-01;VEN;;;Morales & García 2006
Rhacocarpus purpurascens;21;Páramo de Tamá. Pata de Judio, entre Alto de Cruces y el Páramo arriba de la Quebrada Teleférica;3000;3200;Steyermark, J., G.C.K. & E. Dunsterville 101161, 101188;1968-01-20;VEN;;;Morales & García 2006
Rhacocarpus purpurascens;21;Páramo de Tamá;3000;3200;Steyermark, J., G.C.K. & E. Dunsterville 98631, 98634;1967-05-20;VEN;;;Morales & García 2006
Rhacocarpus purpurascens;22;Páramo de Guaramcal, 20-21 Km beyon junction with highway NE of Boconó;2640;2700;Luteyn, J. & Cotton, E. 9643;1984-03-14;VEN;;;Morales & García 2006
Leptotheca boliviana;5;Ptari-tepui;;;;;;;;
Leptotheca boliviana;;Sin localidad;;;;;;;;Churchill et al. 2000
Leptotheca boliviana;15;Parque Nacional de Sierra Nevada, 2 Km S of Mérida;2550;2650;Kelly, D., O´Donovan, G. & Feehan, J. 10736-A;1995-08-08;VEN;;;Morales & García 2006
Pyrrhobryum mnioides;15;;;;;;;;;
Pyrrhobryum mnioides;;Sin localidad;;;;;;;;Churchill et al. 2000
Pyrrhobryum mnioides;21;Páramo de Tamá, unos 5 Km al NE de la aldea Villa Paez, camino hacia el Pico de Banderas;3200;2500;Griffin et al. 196;;FLAS;;;Griffin III 1977c
Pyrrhobryum spiniforme;1;Cerro Marahuaca;;;;;;;;
Pyrrhobryum spiniforme;;Sin localidad;;;;;;;;Churchill et al. 2000
Pyrrhobryum spiniforme;1;Alto Orinoco, Pie del Cerro Duida ;;;H. H. Tate 1062;;;;;Pittier 1936
Pyrrhobryum spiniforme;7;Hacienda de Cura;;;Pittier 8024;;;;;Pittier 1936
Pyrrhobryum spiniforme;17;Caripe Moritz;;;;;;;;Pittier 1936
Pyrrhobryum spiniforme;20;Cumaná  ;;;Moritz 123, 124;;;;;
Pyrrhobryum spiniforme;20;Las Lagunas de Cumaná ;;;Moritz;;;;;
Pyrrhobryum spiniforme;10;Cerros de Galipán;;;Allart 171;;;;;
Pyrrhobryum spiniforme;10;entre el Aguacatal y el Cogollal, Valle de Pto. La Cruz ;;;Pittier 9244;;;;;Pittier 1936
Pyrrhobryum spiniforme;4;Colonia Tovar ;;;Pittier 9312, 9324;;;;;Pittier 1936
Pyrrhobryum spiniforme;1;Caño Grande, Río Mawarinuma, justo E de Puerto Chimo;150;300;Davidse, G. & Miller, J. 27114;1984-07-08;VEN;;;Morales & García 2006
Pyrrhobryum spiniforme;1;Cerro de La Neblina, summit camp XII, 2 Km SW of Pico Phelps, 17,5 Km ESE of Base camp;;;Buck, W. 13051;1985-02-26;VEN;;;Morales & García 2006
Pyrrhobryum spiniforme;1;8 Km NW de Yutajé, 3 Km W de Río Coro-Coro, W de Serranía de Yutajé;1050;1200;Liesner, R. & Holst, B. 21890;1987-03-13;VEN;;;Morales & García 2006
Pyrrhobryum spiniforme;1;Valle Río Coro- Coro, W de Serranía de Yutajé;1100;;Holst, B. & Liesner, R. 3441;1987-03-12;VEN;;;Morales & García 2006
Pyrrhobryum spiniforme;1;Valle Río Coro- Coro, W de Serranía de Yutajé;1100;;Holst, B. & Liesner, R. 21653;1987-03-04;VEN;;;Morales & García 2006
Pyrrhobryum spiniforme;1;Cerro de La Neblina. Camp. IV. 15 Km NNE de Pico Phelps;780;;Liesner, R. 16746;1984-03-15;VEN;;;Morales & García 2006
Pyrrhobryum spiniforme;5;Al NE del Alto de la Aguada;1400;1700;Dorr, L., Aymard, G., Barnett, L., Cuello, N. & Diggs, G. Jr 4869;1988-04-18;VEN;;;Morales & García 2006
Pyrrhobryum spiniforme;5;4 Km W de El Paují. Río Chaberú;750;900;Liesner, R. 19948;1985-11-12;VEN;;;Morales & García 2006
Pyrrhobryum spiniforme;5;Cerro Guaiquinima, near NE edge of upper plateau;1100;;Sipman, H. 26891;1990-02-09;VEN;;;Morales & García 2006
Rhizogonium lindigii;5;Auyan-tepui, Roraima;;;;;;;;
Rhizogonium lindigii;1;Cerro Marahuaca;;;;;;;;
Rhizogonium lindigii;1;Alto Orinoco, Cerro Duida ;;;H. H. Tate 513;;;;;Pittier 1936
Rhizogonium novae-hollandiae;1;Cerro Marahuaca Atabapo, Cumbre en la esquina SE ;;;Ronald L. Liesner 24782, 24780;;;"03°37'00""N";"065°21'00""W";Tropicos.org
Rhizogonium novae-hollandiae;;Sin localidad;;;;;;;;Churchill et al. 2000
Rhizogonium novae-hollandiae;15;Distrito Libertador: Sierra Nevada de Mérida, a lo largo del camino entre La Aguada y La Montaña;;;Dana G. Griffin, III  et al. 017456;;;"08°25'00""N";"071°29'00""W";Tropicos.org
Rhizogonium novae-hollandiae;25;"Entre San José de Los Altos y Topochalito, Cuenca del río Socuy y el bosque nublado llamado ""el Páramo"" arriba de la ""gran sabana""";;;;;;;;
Rhizogonium novae-hollandiae;1;Cerro Marahuaca;;;Steyermark, J., Brewer, Ch. & Liesner, R. 124506;1981-02-16;VEN;;;Morales & García 2006
Rhizogonium novae-hollandiae;1;Cerro Marahuaca;2700;;Liesner, R. 24782, 24780;1988-10-13;VEN;;;Morales & García 2006
Rhizogonium novae-hollandiae;5;Cumbre de Aprada-tepui;2460;2500;Steyermark, J., Carreño, V., Mc Diarmid, R. & Brewer, Ch. 115948;1978-02-25;VEN;;;Morales & García 2006
Rhizogonium novae-hollandiae;5;El Peñon;2200;;Steyermark, J. 94027;1964-05-17;VEN;;;Morales & García 2006
Rhizogonium novae-hollandiae;15;Sierra Nevada de Mérida, along trail between La Aguada and La Montaña;2580;;Griffin, D. III, López, M. & Terán, L. 017456;1972-07-01;VEN;;;Morales & García 2006
Rigodium toxarion;15;;;;;;;;;
Rigodium toxarion;22;Quebrada El Cortijo cerca de la frontera Lara-Trujillo;;;;;;;;
Blindia magellanica;15;;;;;;;;;
Blindia magellanica;;Sin localidad;;;;;;;;Churchill et al. 2000
Acroporium esmeraldicum;;Sin localidad;;;;;;;;Churchill et al. 2000
Acroporium esmeraldicum;;;;;;;;;;Tropicos.org (ANBRY)
Acroporium estrellae;21;;;;;;;;;
Acroporium estrellae;;Sin localidad;;;;;;;;Churchill et al. 2000
Acroporium estrellae;12;;;;;;;;;
Acroporium estrellae;7;Río San Gián, al S de Borburata, entre la Toma y la Cumbre de la Fila por el sitio Capuchinos;1000;;Steyermark, J. & Steyermark, C. 95240;1966-03-28;VEN;;;Morales & García 2006
Acroporium pungens;1;;;;;;;;;
Acroporium pungens;;Sin localidad;;;;;;;;Churchill et al. 2000
Acroporium pungens;7;Cumbre de Valencia;;;;;;;;
Acroporium pungens;25;Entre San José de Los Altos y Topochalito, San José de Los Altos;;;;;;;;
Acroporium pungens;4;El Portachuelo, entre Maracay y Ocumare ;;;Pittier, 10122;;;;;
Acroporium pungens;5;Macizo de Jaua, Auyan-tepui ;;;Funck & Schlim 619;;;;;
Acroporium pungens;1;8 Km al NO de Yutaje, 3 Km al O del Río Coro- Coro, al O de la Serranía de Yutaje;1000;1100;Liesner, R. & Holst, B. 21796;1987-03-09;VEN;;;Morales & García 2006
Acroporium pungens;1;Sierra Parima, Río Orinoco;1300;;Steyermark, J. 105944;1972-05-18;VEN;;;Morales & García 2006
Acroporium pungens;1;Río Mawarinuma, Cañon Grande;140;;Buck, W. 11116, 11497, 12861;1985-02-01;VEN;;;Morales & García 2006
Acroporium pungens;1;Cerro Aracamuni, summit, proa camp;1400;;Liesner, R. & Carnevali, G. 22595;1987-10-28;VEN;;;Morales & García 2006
Acroporium pungens;1;Cerro de La Neblina, 2 Km SW of Pico Phelps, 17,5 Km ESE of Base camp;;;Buck, W. 13043, 13013;1985-02-26;VEN;;;Morales & García 2006
Acroporium pungens;4;El Portachuelo, entre Maracay y Ocumare ;;;Pittier, H. 10122;1922-01-29;VEN;;;Morales & García 2006
Acroporium pungens;4;Rancho Grande, Periquito;1400;;Mägdefrau, K. 374, 368, 322;1958-02-24;VEN;;;Morales & García 2006
Acroporium pungens;5;Cerro Guaiquinima, near W end of upper plateu ;1500;;Sipman, H. 26875;1990-02-09;VEN;;;Morales & García 2006
Acroporium pungens;5;Cerro Guaiquinima, near W end of upper plateu ;1500;;Sipman, H.27146;1990-02-14;VEN;;;Morales & García 2006
Acroporium pungens;5;Auyan-tepui, Río Churún, O del Salto Churún;1850;;Steyermark, J. 93405;1964-05-05;VEN;;;Morales & García 2006
Acroporium pungens;5;Amaruay-tepui, ridge S of SW corner of tepui going up to wall;750;950;Liesner, R. & Holst, B. 20267;1986-04-24;VEN;;;Morales & García 2006
Acroporium pungens;5;Macizo del Chimantá, Amuri tepui, sector O del Acopán tepui;1950;;Steyermark, J., Huber, O. & Carreño, V. 128617;1983-02-02;VEN;;;Morales & García 2006
Acroporium pungens;5;Meseta del Jaua, Cerro Jaua, cumbre de la porción central-occidental, río Kanarakuni;1922;2100;Steyermark, J. 98156, 98162, 105170, 97982;1967-03-22;VEN;;;Morales & García 2006
Acroporium pungens;5;Sierra de Lema, summit W of waterfall;700;;Steyermark, J. 89607 A;1961-08-29;VEN;;;Morales & García 2006
Acroporium pungens;5;Meseta del Jaua, Cerro Sarisariñama, cumbre, porción NE;700;;Steyermark, J., Carreño, E. & Brewer Carias, Ch. 109079;1974-02-12;VEN;;;Morales & García 2006
Acroporium pungens;5;Meseta del Jaua, Cerro Sarisariñama, cumbre, porción SO, Río Marajano;1850;1920;Steyermark, J., Carreño, E. & Brewer- Carias, Ch. 109793;1974-03-04;VEN, MERF;;;"Morales & García 2006; León et al. 2012"
Acroporium pungens;5;Auyan-tepui, cumbre de la parte N de la sección S;1660;1800;Steyermark, J. 93733;1964-05-11;VEN;;;Morales & García 2006
Acroporium pungens;5;Auyan-tepui, cumbre de la parte SE del brazo NO;1800;1850;Steyermark, J. 93395;1964-05-05;VEN;;;Morales & García 2006
Acroporium pungens;5;Cerro Venamo (parte SO), Río Venamo;950;1150;Steyermark, J. 92362, 92360;1963-12-29;VEN;;;Morales & García 2006
Acroporium pungens;5;Cerro Venamo (parte SO), Río Venamo;950;1150;Steyermark, J., G.C.K. & E. Dunsterville 92250;1953-12-27;VEN;;;Morales & García 2006
Acroporium pungens;5;Cerro Venamo (parte SO), Río Venamo;950;1150;Steyermark, J., G.C.K. & E. Dunsterville 92668;1964-01-03;VEN;;;Morales & García 2006
